,open,high,low,close,volume
2025-12-05 06:00:00,93055.1615550445,93074.43308622389,92965.89090700899,93029.44254033601,593.4122678670424
2025-12-05 07:00:00,93029.44254033601,93106.92513940138,92528.73673942694,92656.01256206255,778.3376215605432
2025-12-05 08:00:00,92656.01256206255,93322.39954968757,92378.51974228903,93212.27971372416,633.6410883467412
2025-12-05 09:00:00,93212.27971372416,93372.51966498811,93075.70279924318,93195.06749945797,465.5171206029905
2025-12-05 10:00:00,93195.06749945797,93269.57295096172,92624.60723493987,92920.56620569256,200.97960581294862
2025-12-05 11:00:00,92920.56620569256,93936.07573036535,92787.53325038434,93746.1361661596,196.72240471832296
2025-12-05 12:00:00,93746.1361661596,93862.2546631517,92632.3160638921,92645.22452994902,441.5847694902312
2025-12-05 13:00:00,92645.22452994902,93469.66606328535,92406.7147522924,93249.1745371024,337.46472729312063
2025-12-05 14:00:00,93249.1745371024,93524.66735765105,92585.93535482572,92791.2953002645,402.9016986005269
2025-12-05 15:00:00,92791.2953002645,92860.23014274346,92695.48470858728,92702.09870323548,458.2724811534542
2025-12-05 16:00:00,92702.09870323548,92724.67869701372,92505.47117470877,92602.82788470898,663.9661853379462
2025-12-05 17:00:00,92602.82788470898,93331.4370197283,92522.37945516594,93205.51946169324,192.5200526157771
2025-12-05 18:00:00,93205.51946169324,93220.79959283625,92700.46425895808,92737.21559221741,269.5592064720838
2025-12-05 19:00:00,92737.21559221741,92778.24846169927,92689.32831807173,92760.44347755885,865.2500316382137
2025-12-05 20:00:00,92760.44347755885,93006.70742775868,92747.4500179754,92771.7766598863,909.6843695826072
2025-12-05 21:00:00,92771.7766598863,93114.6900012096,92600.97611772799,92992.81449836533,290.619427471061
2025-12-05 22:00:00,92992.81449836533,93261.51780372413,92839.57797234782,93190.7781961831,360.81771179407286
2025-12-05 23:00:00,93190.7781961831,93217.15852098519,92694.58356240063,92951.21399752547,210.2853522418043
2025-12-06 00:00:00,92951.21399752547,93358.78080032855,92876.70553456177,93199.5530641824,330.38238109236573
2025-12-06 01:00:00,93199.5530641824,93339.3766267999,92999.14725375987,93217.24916112752,329.5770894271328
2025-12-06 02:00:00,93217.24916112752,93261.52262266322,92696.80494764782,92712.1905144999,481.5172893029705
2025-12-06 03:00:00,92712.1905144999,92944.24453853499,92667.53021921586,92913.2478111875,239.205850717018
2025-12-06 04:00:00,92913.2478111875,93315.2374463062,92674.1147651253,93061.62825122311,373.70437712669326
2025-12-06 05:00:00,93061.62825122311,93083.01424156333,92877.67746739286,93012.26783443442,721.4628995742895
2025-12-06 06:00:00,93012.26783443442,93103.8293444597,92756.55993759546,92829.12858156423,439.29176690666435
2025-12-06 07:00:00,92829.12858156423,93356.24723834018,92713.26060172672,93225.0285892374,200.24783263835704
2025-12-06 08:00:00,93225.0285892374,93407.42153477059,92695.09441907832,92714.52400331311,364.3324027809052
2025-12-06 09:00:00,92714.52400331311,92757.79016023672,92566.18932067318,92711.12967542683,569.2505108464469
2025-12-06 10:00:00,92711.12967542683,92955.42678633335,92591.92030007804,92862.85038723238,619.736757022261
2025-12-06 11:00:00,92862.85038723238,92896.97931318221,92518.02672528659,92707.77129360709,429.52580176086803
2025-12-06 12:00:00,92707.77129360709,92729.03847784578,92444.21904612747,92466.48125288435,254.34608177398044
2025-12-06 13:00:00,92466.48125288435,93113.94623881039,92391.82987422562,93039.40030616018,387.0192891731399
2025-12-06 14:00:00,93039.40030616018,93060.18284031861,92735.14104445172,92737.57611429536,399.2833921673045
2025-12-06 15:00:00,92737.57611429536,93019.0976237093,92589.98555389135,92990.46237673513,667.0696378177971
2025-12-06 16:00:00,92990.46237673513,93135.16280907799,92824.95014498175,93043.18445557503,95.34331745424315
2025-12-06 17:00:00,93043.18445557503,93161.4736105359,92366.76733898051,92367.89885719842,643.3080793567257
2025-12-06 18:00:00,92367.89885719842,93067.97284823991,92354.16938127995,92852.48409244829,402.79754042798936
2025-12-06 19:00:00,92852.48409244829,92968.46156918693,92362.29251237775,92556.03583288875,242.6315772774412
2025-12-06 20:00:00,92556.03583288875,93018.79052135727,92538.00815648063,92754.27905135554,149.51860437794303
2025-12-06 21:00:00,92754.27905135554,92868.23702375175,92622.15673697313,92846.7580798909,853.1633908122948
2025-12-06 22:00:00,92846.7580798909,93116.24085952844,92406.83268655656,92467.58165572285,237.43304376080383
2025-12-06 23:00:00,92467.58165572285,92545.39403494986,92247.3701787646,92387.78266742514,192.31373514355738
2025-12-07 00:00:00,92387.78266742514,92668.42676438812,92345.03429048743,92650.72520168482,503.77867206681697
2025-12-07 01:00:00,92650.72520168482,92781.0375735145,92341.73519718244,92554.86285594151,808.7710861959548
2025-12-07 02:00:00,92554.86285594151,92767.92875444518,92466.55702033987,92491.02372686888,361.32404207713677
2025-12-07 03:00:00,92491.02372686888,92948.68761953166,92447.01915851266,92716.89130321056,213.04306933308837
2025-12-07 04:00:00,92716.89130321056,92751.82299761527,92554.62763964414,92574.2152470575,254.32621307522805
2025-12-07 05:00:00,92574.2152470575,93057.41022935063,92473.49389169317,92742.04325974011,509.87676729222585
2025-12-07 06:00:00,92742.04325974011,92895.36798071355,92622.31831333766,92777.63358258439,236.3246406407419
2025-12-07 07:00:00,92777.63358258439,93024.7704228984,92350.30666421878,92403.31799692016,803.6389985242366
2025-12-07 08:00:00,92403.31799692016,92513.5713488937,92368.78028627284,92439.96195634379,330.959150557003
2025-12-07 09:00:00,92439.96195634379,92664.60701102717,92310.52510697597,92661.46152479753,3437.9972878076205
2025-12-07 10:00:00,92661.46152479753,92754.72349025677,92479.46397009867,92634.23234605875,433.0501760340495
2025-12-07 11:00:00,92634.23234605875,92745.93989998888,92558.96494510196,92607.58311351077,470.90240377073053
2025-12-07 12:00:00,92607.58311351077,93190.80532187206,92501.91653655193,92953.10848398034,660.4820068168286
2025-12-07 13:00:00,92953.10848398034,93065.12360042938,92751.27680779816,92963.57566054688,285.50103502783804
2025-12-07 14:00:00,92963.57566054688,93120.66480230364,91849.47951244283,92084.88654473476,241.72109938804908
2025-12-07 15:00:00,92084.88654473476,92777.82683306832,91949.92426785605,92542.92145387297,639.9752861393415
2025-12-07 16:00:00,92542.92145387297,92713.67909340795,92375.64364331578,92460.22939892251,189.3134093870613
2025-12-07 17:00:00,92460.22939892251,92473.24619162668,92138.24438783908,92245.43621204417,680.0643618758596
2025-12-07 18:00:00,92245.43621204417,92462.28742102571,91878.02053692754,92067.13826630468,161.7423077022168
2025-12-07 19:00:00,92067.13826630468,92194.02196350996,91671.95955663951,91892.82990322344,979.3376774982
2025-12-07 20:00:00,91892.82990322344,92604.49058482308,91739.22679959207,92409.41027835709,436.8420659214308
2025-12-07 21:00:00,92409.41027835709,92411.16996143549,92307.00407145159,92352.76459660826,208.9164672032616
2025-12-07 22:00:00,92352.76459660826,92647.0150429283,92181.20725174433,92530.62979380683,491.4483943180157
2025-12-07 23:00:00,92530.62979380683,92676.18308881184,92270.39466533448,92380.70262860048,879.9596193359391
2025-12-08 00:00:00,92380.70262860048,92842.00201799102,92367.55055753751,92661.40616881757,177.91625731615954
2025-12-08 01:00:00,92661.40616881757,92849.85250013082,92358.12895107699,92754.61284372237,455.2345199541642
2025-12-08 02:00:00,92754.61284372237,92936.6204345839,92091.17047377332,92246.89926766347,532.8182932355417
2025-12-08 03:00:00,92246.89926766347,92512.76463503152,92194.38803967976,92279.87071538021,346.051153947287
2025-12-08 04:00:00,92279.87071538021,92809.2365843802,92026.06391863312,92785.50583817248,351.50562792524113
2025-12-08 05:00:00,92785.50583817248,92909.87761957274,92144.98281880395,92183.50739006333,351.20302054497984
2025-12-08 06:00:00,92183.50739006333,93058.04375202168,92102.81062463502,92880.50705062413,344.4884213300452
2025-12-08 07:00:00,92880.50705062413,93009.42437780516,92781.47137959547,92972.77045262656,502.7531597505281
2025-12-08 08:00:00,92972.77045262656,93055.86295432643,92136.53913221431,92306.36417074583,867.3810147508932
2025-12-08 09:00:00,92306.36417074583,92689.4396305851,91922.90776405674,92423.6913615558,328.6104120046573
2025-12-08 10:00:00,92423.6913615558,92593.03258035342,92283.90625473333,92499.47757633476,181.15253148409312
2025-12-08 11:00:00,92499.47757633476,92656.00371041654,91944.54111477056,92039.96537845752,276.61917739955715
2025-12-08 12:00:00,92039.96537845752,93051.47617273375,91977.85543938327,92942.29998693471,623.6666256282315
2025-12-08 13:00:00,92942.29998693471,93124.66613820496,91601.93513185685,91785.2108733227,738.0208223627533
2025-12-08 14:00:00,91785.2108733227,92507.13042732744,91709.51787563268,92352.0631013719,195.419339048163
2025-12-08 15:00:00,92352.0631013719,92396.07763048826,92165.93033111547,92260.9066196398,380.3794724801806
2025-12-08 16:00:00,92260.9066196398,93060.27767005602,92190.85734259932,92906.50424635758,325.55016026264536
2025-12-08 17:00:00,92906.50424635758,92988.86868900561,92325.74472253713,92373.14943847315,954.3497866219559
2025-12-08 18:00:00,92373.14943847315,92374.4450279951,91942.27939321911,91945.66273319461,118.51291123526066
2025-12-08 19:00:00,91945.66273319461,92522.06240263724,91836.73161410891,92483.75046756286,319.9571947208169
2025-12-08 20:00:00,92483.75046756286,92790.6550123113,92399.89496065913,92418.71781993861,164.13990688517737
2025-12-08 21:00:00,92418.71781993861,92801.83434268503,92228.43033260327,92685.22259181674,470.3954418602819
2025-12-08 22:00:00,92685.22259181674,92965.03432544724,91799.25545135186,91841.60864456392,851.3581188157235
2025-12-08 23:00:00,91841.60864456392,92680.49406791548,91685.52148781986,92591.36489859414,363.0939430091058
2025-12-09 00:00:00,92591.36489859414,92726.95520751383,92521.22874590145,92610.68631613805,620.7985276944613
2025-12-09 01:00:00,92610.68631613805,92628.49836561938,91970.0039211783,92126.30290990032,188.57648958066792
2025-12-09 02:00:00,92126.30290990032,92235.98036383817,92027.32355222302,92046.47551331863,338.27734578733543
2025-12-09 03:00:00,92046.47551331863,92156.70222365869,91893.77758297874,92117.94916808483,575.9507634666976
2025-12-09 04:00:00,92117.94916808483,92651.40658514692,91755.58176476159,92589.24518774374,254.16996148083086
2025-12-09 05:00:00,92589.24518774374,92862.4683859326,92474.10274119485,92511.28909335402,203.40577137067075
2025-12-09 06:00:00,92511.28909335402,92569.9096394843,91939.22610605536,92150.50455988615,324.3475290796015
2025-12-09 07:00:00,92150.50455988615,92599.14989867235,92109.19164608653,92522.426434891,755.3022675452179
2025-12-09 08:00:00,92522.426434891,92640.55224107823,92463.95117691928,92629.41834674831,184.643045223914
2025-12-09 09:00:00,92629.41834674831,92837.47532540807,92126.7058319858,92183.78745987298,1401.3158882253717
2025-12-09 10:00:00,92183.78745987298,92618.13461692193,92007.4595510043,92591.45780579651,387.04108408321594
2025-12-09 11:00:00,92591.45780579651,92597.70800464763,92090.73226439461,92147.70026650117,99.31664775189311
2025-12-09 12:00:00,92147.70026650117,92368.67180432496,92109.77524219909,92156.41743706098,475.3076487416425
2025-12-09 13:00:00,92156.41743706098,92377.49636304956,92072.6975996834,92213.77212918113,204.621393886852
2025-12-09 14:00:00,92213.77212918113,92356.92851501655,92206.9622667089,92328.17009296545,530.9645823680785
2025-12-09 15:00:00,92328.17009296545,92629.71230717197,91405.98111404959,91671.65736312508,163.69165127099947
2025-12-09 16:00:00,91671.65736312508,92075.52518084714,91622.94885596803,91944.76474086051,576.6274346446996
2025-12-09 17:00:00,91944.76474086051,92211.16131285141,91446.24908866372,91584.63333065296,320.7892253802606
2025-12-09 18:00:00,91584.63333065296,92536.49864709185,91516.90975124903,92404.42740439516,377.7130963541143
2025-12-09 19:00:00,92404.42740439516,92604.7540453849,92149.97436383492,92574.66376314386,310.3708291670163
2025-12-09 20:00:00,92574.66376314386,92691.28218392647,92497.97108914833,92624.67283722256,665.0150606968981
2025-12-09 21:00:00,92624.67283722256,92849.91127625413,91613.88660191267,91674.37278461807,192.98877963433821
2025-12-09 22:00:00,91674.37278461807,92321.64453564785,91640.90853273636,92228.27681265053,159.62382580819613
2025-12-09 23:00:00,92228.27681265053,92240.32415624095,91833.80728117202,91882.54919781054,848.017464746383
2025-12-10 00:00:00,91882.54919781054,91899.78486613183,91829.76618380651,91832.76346139528,167.61922040321517
2025-12-10 01:00:00,91832.76346139528,92198.1270204056,91738.81760334766,92044.72096984454,379.13367202668263
2025-12-10 02:00:00,92044.72096984454,92179.13376292969,91826.98414961429,91840.164250328,1280.989203103614
2025-12-10 03:00:00,91840.164250328,92907.14469913363,91685.91064448841,92762.39154974512,751.2926322490346
2025-12-10 04:00:00,92762.39154974512,92842.9264455155,91567.00627174981,91783.36568657767,940.8006281151673
2025-12-10 05:00:00,91783.36568657767,92023.1863369846,91755.86369192718,91915.11018727648,250.13116112094033
2025-12-10 06:00:00,91915.11018727648,92142.35158731844,91821.82006957529,92137.12065838608,237.88808462247025
2025-12-10 07:00:00,92137.12065838608,92411.43565129276,92010.17231180487,92196.7475212219,1118.491239015969
2025-12-10 08:00:00,92196.7475212219,92270.83724603472,92119.1555740374,92185.85939004757,301.24018885580523
2025-12-10 09:00:00,92185.85939004757,92347.70299396617,91800.7322621527,91845.89618309338,276.23394271640325
2025-12-10 10:00:00,91845.89618309338,92547.48678083028,91841.29199896907,92239.00598361524,987.7444373475403
2025-12-10 11:00:00,92239.00598361524,92406.51025999644,92224.46736697697,92244.86965285357,854.5555476837966
2025-12-10 12:00:00,92244.86965285357,92458.02211117325,92161.78593739947,92361.79015248398,228.73591170951352
2025-12-10 13:00:00,92361.79015248398,92467.94600183946,92113.03752875449,92114.42988794425,195.91356709406006
2025-12-10 14:00:00,92114.42988794425,92541.3884967469,91838.10435171273,92424.02600597721,468.99021009718547
2025-12-10 15:00:00,92424.02600597721,92436.19989105118,91726.85046643953,91760.48919459122,336.1282057542114
2025-12-10 16:00:00,91760.48919459122,92603.68917509158,91579.27250136794,92517.06361381724,1130.6134049744246
2025-12-10 17:00:00,92517.06361381724,92557.0778785459,92335.32913798215,92388.38035851547,302.8718765073834
2025-12-10 18:00:00,92388.38035851547,92400.40835247874,92176.22844660249,92240.11221546152,507.9132010291126
2025-12-10 19:00:00,92240.11221546152,92388.16199386043,92204.31379965678,92276.60932418161,334.04450410712656
2025-12-10 20:00:00,92276.60932418161,92595.85485683315,92058.02505635604,92414.92779528553,467.8547700484455
2025-12-10 21:00:00,92414.92779528553,92474.49215683358,92207.71800772389,92378.27137643876,292.8771421224073
2025-12-10 22:00:00,92378.27137643876,92499.31619689475,91623.09929133052,91851.81808384607,210.96165447481494
2025-12-10 23:00:00,91851.81808384607,92660.18392984926,91803.75282185739,92444.68553356803,249.2556925383676
2025-12-11 00:00:00,92444.68553356803,92562.32301492375,91717.96279239295,92197.07508590816,290.5582421071144
2025-12-11 01:00:00,92197.07508590816,92594.54921690638,92101.33421690077,92455.60559828981,142.72265997285945
2025-12-11 02:00:00,92455.60559828981,92531.07811588868,92036.16229230595,92242.51967673907,146.58339515222477
2025-12-11 03:00:00,92242.51967673907,92356.72002352944,91633.414274024,91857.42208276506,276.1043042363553
2025-12-11 04:00:00,91857.42208276506,92038.8411587077,91743.83372342074,91825.11597210728,247.49308279766197
2025-12-11 05:00:00,91825.11597210728,92327.3624154793,91785.61090836639,92243.98275141645,158.96006484487694
2025-12-11 06:00:00,92243.98275141645,92476.11927434377,92239.37925058737,92424.1866869118,801.7396622306713
2025-12-11 07:00:00,92424.1866869118,92453.26943142519,91569.63518963406,91708.833605615,737.1109895387962
2025-12-11 08:00:00,91708.833605615,92085.92706306327,91496.27551697362,92023.86334295386,297.68830633256465
2025-12-11 09:00:00,92023.86334295386,92490.94584445484,92018.09229862229,92409.08584784815,716.6635294928446
2025-12-11 10:00:00,92409.08584784815,92625.58325072804,91816.55938013473,92014.0698862662,200.19380707481483
2025-12-11 11:00:00,92014.0698862662,92740.36567838625,91802.25512171436,92605.73820130133,610.8992096023239
2025-12-11 12:00:00,92605.73820130133,92798.90407894582,92214.76756411533,92296.33839475455,571.4875378982291
2025-12-11 13:00:00,92296.33839475455,92735.4778946953,92127.56502934577,92445.64548034991,607.9354826995755
2025-12-11 14:00:00,92445.64548034991,92732.31995361835,91849.01475918514,91918.9181984366,429.3659982189676
2025-12-11 15:00:00,91918.9181984366,92637.61399286249,91857.24007692075,92610.24520555612,393.46373070376836
2025-12-11 16:00:00,92610.24520555612,92866.0347868561,92152.0841451384,92316.5281282253,369.9783390212022
2025-12-11 17:00:00,92316.5281282253,92520.11888921905,91891.18760775743,92212.57300704165,752.4392322861692
2025-12-11 18:00:00,92212.57300704165,92453.64283455176,91860.99115153181,92321.53334663603,335.4769288183731
2025-12-11 19:00:00,92321.53334663603,92449.22482927381,92153.08123947984,92187.83745163697,661.9742023864927
2025-12-11 20:00:00,92187.83745163697,92539.037387388,92140.88968950011,92489.55137747848,337.1791381659989
2025-12-11 21:00:00,92489.55137747848,92503.16369877239,91943.0941358489,92081.99530863434,390.88851544279123
2025-12-11 22:00:00,92081.99530863434,92246.5985434728,91748.55456128798,92037.53411304684,270.0960472408329
2025-12-11 23:00:00,92037.53411304684,92172.61800219925,91992.18320216137,92056.73402737813,369.9907937107043
